cliente_id,nome,email,idade,cidade,estado,data_ultima_compra,total_gasto,frequencia_compras,forma_pagamento,satisfacao,cliente_ativo
967,Nancy Day,raymondwright@contreras-miller.net,52,Lake David,MA,2024-12-13,3959.38,12,Crédito,2,False
968,Arthur Cantu,caitlyn96@gmail.com,48,Joshuamouth,RI,2024-12-28,2626.42,24,Boleto,2,False
969,April Bartlett,jonesjodi@gmail.com,34,Lake Kendra,DC,2024-08-03,1894.12,19,Débito,4,True
970,Annette Moore,qmathis@fleming-robles.com,45,Nicolemouth,FL,2024-07-06,1918.94,20,Pix,5,True
971,David Orr,thomasjaime@williams.com,65,West Mary,KY,2024-04-24,1439.58,18,Crédito,5,True
972,Joshua Coleman,jsanchez@robinson.com,65,Christopherfurt,DC,2024-04-24,2780.12,12,Pix,3,True
973,David Edwards,youngtaylor@fitzgerald.com,68,Stevensborough,MD,2024-05-13,4285.27,2,Boleto,3,True
974,Dustin Franklin,victoriagreen@phillips.com,29,South Davidview,WA,2024-11-10,292.09,17,Boleto,3,False
975,Timothy Palmer,browngeorge@delgado.biz,41,Downsbury,MS,2024-08-04,3781.36,15,Pix,4,False
976,Jennifer Simon,adamseric@jones-holder.info,32,Petersfurt,WV,2024-04-29,3940.44,11,Crédito,3,True
977,Miranda Sanford,vangmichael@yahoo.com,57,Bradmouth,NC,2024-11-26,2034.15,11,Débito,4,False
978,Bradley Yates,jessicamiller@moore.info,48,New Emma,NY,2024-12-17,3744.59,17,Débito,1,True
979,Allison Vasquez,harpersharon@torres-pierce.org,44,North Tonyabury,VA,2024-07-06,2007.51,16,Débito,5,True
980,Tiffany Bailey,usimon@hotmail.com,52,Tuckerville,MO,2025-03-11,1645.4,22,Débito,4,True
981,Jeremy Manning,thomasbrown@french.biz,35,Coreyborough,IL,2024-07-31,1253.86,2,Débito,5,False
982,Karen Lopez,zmoore@mathews.net,53,Davisville,GA,2025-02-14,4038.58,11,Pix,3,True
983,Allison Kelly,christianortiz@bates.com,25,Zavalaberg,WY,2024-05-12,242.5,22,Pix,5,True
984,Austin Davis,keithtate@hotmail.com,63,Phillipsland,PA,2024-08-19,1271.58,1,Crédito,5,False
985,Jody Anderson,wolfegregory@hotmail.com,66,Andersonhaven,VA,2024-12-16,1576.67,20,Boleto,2,True
986,Emily Alexander,andrew96@gmail.com,55,Williamberg,NM,2024-06-01,3077.39,16,Débito,4,True
987,Brittany Patton,julie72@hotmail.com,22,Port Jocelyn,ME,2024-04-05,2186.51,17,Boleto,5,False
988,Katherine Fletcher,millerrachel@medina.com,31,Lake Benjaminview,HI,2024-09-13,3349.0,9,Débito,1,True
989,Wendy Rowe,ariasmarissa@mcdaniel.com,55,Carneymouth,TN,2025-03-13,801.0,10,Débito,4,False
990,Jorge Long,douglas45@yahoo.com,37,Port Michael,MD,2024-07-07,1782.92,21,Pix,1,True
991,Stephanie Davis,ethan15@mills.com,61,Lewishaven,AL,2024-06-22,2693.62,23,Crédito,4,True
992,Kathy Thomas,nicholaslewis@miles-allen.biz,26,North Tonya,NC,2025-02-18,3150.57,12,Débito,1,True
993,Cheyenne Johnson,graybrian@johnson.com,50,Lake Ronald,VT,2025-02-07,1421.04,1,Boleto,2,True
994,Kenneth Williams,barryjonathan@yahoo.com,35,West Eddie,OK,2024-12-15,1379.73,18,Crédito,3,True
995,Kristine Hart,michaelchase@hotmail.com,23,Michaelberg,CT,2024-08-15,327.28,8,Pix,3,False
996,Howard Anderson,barberapril@bowman-meyer.com,54,Teresaside,WA,2024-11-14,4131.28,3,Débito,4,True
997,Jacob Rivera,ramoskatherine@li-decker.org,19,Rodriguezborough,NJ,2024-06-02,236.94,7,Pix,1,True
998,Lori Rodriguez,kimberlykeller@gmail.com,47,Nicholasburgh,AK,2024-10-09,1867.11,4,Débito,3,True
999,Whitney Diaz,kennethnguyen@patton-martin.com,23,Tannerberg,FL,2024-05-23,981.54,14,Boleto,5,False
1000,Mary Alvarez,harveyrhonda@hotmail.com,34,Port Michaeltown,VT,2024-10-18,2558.66,21,Crédito,3,True
